ticker,trade_date,close_price,prev_close,daily_return_pct
TSLA,2025-04-09,272.2,221.86,22.69
TSLA,2024-10-24,260.48,213.65,21.92
TSLA,2020-02-03,52.0,43.37,19.89
TSLA,2021-03-09,224.53,187.67,19.64
TSLA,2020-03-19,28.51,24.08,18.39
TSLA,2019-10-24,19.98,16.98,17.67
TSLA,2018-10-01,20.71,17.65,17.35
TSLA,2020-03-24,33.67,28.95,16.28
TSLA,2018-08-02,23.3,20.06,16.19
AAPL,2025-04-09,198.85,172.42,15.33
